,estimator,DGP,dataset,mse,r2,mab
484,X AML,3,4,182.8901309,0.028341272,6.174117019
485,X AML,3,5,183.8162635,0.032096875,6.174117019
486,X AML,3,6,182.6723885,0.029363699,6.174117019
487,X AML,3,7,179.7195603,0.030407683,6.174117019
488,X AML,3,8,182.5544083,0.027616423,6.174117019
489,X AML,3,9,181.9969414,0.030382667,6.174117019
490,X AML,4,0,7.620769524,0.180028741,1.968564956
491,X AML,4,1,7.982480989,0.13811114,1.968564956
492,X AML,4,2,7.902702157,0.151043264,1.968564956
493,X AML,4,3,7.622858879,0.184632635,1.968564956
494,X AML,4,4,7.675106011,0.174661762,1.968564956
495,X AML,4,5,8.162324511,0.124812513,1.968564956
496,X AML,4,6,8.060046855,0.127368532,1.968564956
497,X AML,4,7,7.66569216,0.16973343,1.968564956
498,X AML,4,8,8.283785218,0.106793266,1.968564956
499,X AML,4,9,7.781833468,0.163050137,1.968564956
500,X AML,5,0,4.107228164,0.484331319,1.308968749
501,X AML,5,1,4.119591179,0.486117236,1.308968749
502,X AML,5,2,4.326668198,0.457350316,1.308968749
503,X AML,5,3,4.277972768,0.468968796,1.308968749
504,X AML,5,4,4.259702437,0.468795826,1.308968749
505,X AML,5,5,4.398124083,0.451201598,1.308968749
506,X AML,5,6,4.267721838,0.466458676,1.308968749
507,X AML,5,7,4.369782239,0.450287897,1.308968749
508,X AML,5,8,4.358015576,0.455871254,1.308968749
509,X AML,5,9,3.96669689,0.503418736,1.308968749
510,X AML,6,0,1.79867088,-0.362196657,0.646241909
511,X AML,6,1,1.84120417,-0.391823948,0.646241909
512,X AML,6,2,2.097226058,-0.586563626,0.646241909
513,X AML,6,3,2.059897603,-0.556349333,0.646241909
514,X AML,6,4,2.133792824,-0.618423508,0.646241909
515,X AML,6,5,2.235662125,-0.692239579,0.646241909
516,X AML,6,6,2.108281486,-0.581526868,0.646241909
517,X AML,6,7,2.254308689,-0.702406245,0.646241909
518,X AML,6,8,2.115474322,-0.603914284,0.646241909
519,X AML,6,9,1.800664359,-0.367565393,0.646241909
520,X AML,7,0,2.22705016,0.582070782,0.772980635
521,X AML,7,1,2.291155794,0.57346333,0.772980635
522,X AML,7,2,2.466490448,0.539066843,0.772980635
523,X AML,7,3,2.475239103,0.537495608,0.772980635
524,X AML,7,4,2.550330523,0.52005957,0.772980635
525,X AML,7,5,2.621239986,0.510341973,0.772980635
526,X AML,7,6,2.558907812,0.52069149,0.772980635
527,X AML,7,7,2.636667247,0.50824127,0.772980635
528,X AML,7,8,2.5223646,0.528448195,0.772980635
529,X AML,7,9,2.19213567,0.589916748,0.772980635
530,X AML,8,0,6.504419272,-1.585904489,1.049804775
531,X AML,8,1,7.593717823,-1.96609748,1.049804775
532,X AML,8,2,9.197724733,-2.622844972,1.049804775
533,X AML,8,3,5.695357642,-1.219647081,1.049804775
534,X AML,8,4,8.936805581,-2.538357851,1.049804775
535,X AML,8,5,7.997799969,-2.143699028,1.049804775
536,X AML,8,6,8.952616544,-2.543104763,1.049804775
537,X AML,8,7,9.051598323,-2.613992803,1.049804775
538,X AML,8,8,8.600284694,-2.398883865,1.049804775
539,X AML,8,9,8.884980312,-2.507412075,1.049804775
540,F OLS,0,0,3.393568435,-0.349151013,1.048020896
541,F OLS,0,1,3.53429911,-0.380493182,1.048020896
542,F OLS,0,2,4.684494538,-0.845151706,1.048020896
543,F OLS,0,3,4.209269074,-0.640474997,1.048020896
544,F OLS,0,4,3.599082734,-0.424988217,1.048020896
545,F OLS,0,5,4.093640494,-0.609089211,1.048020896
546,F OLS,0,6,4.175728091,-0.65259419,1.048020896
547,F OLS,0,7,4.101545725,-0.637606553,1.048020896
548,F OLS,0,8,4.058901348,-0.604102049,1.048020896
549,F OLS,0,9,3.520103486,-0.389587038,1.048020896
550,F OLS,1,0,2.323090133,-1.807061259,0.694504499
551,F OLS,1,1,2.465322383,-1.975099915,0.694504499
552,F OLS,1,2,3.496776548,-3.226422988,0.694504499
553,F OLS,1,3,2.976796909,-2.628496134,0.694504499
554,F OLS,1,4,2.549050063,-2.094260644,0.694504499
555,F OLS,1,5,2.952076455,-2.551443116,0.694504499
556,F OLS,1,6,3.028183778,-2.711528368,0.694504499
557,F OLS,1,7,2.98431307,-2.690486707,0.694504499
558,F OLS,1,8,2.93395607,-2.533388139,0.694504499
559,F OLS,1,9,2.379821898,-1.892648789,0.694504499
560,F OLS,2,0,25.8301421,0.243317316,3.655758588
561,F OLS,2,1,25.8372178,0.244066689,3.655758588
562,F OLS,2,2,27.28861628,0.200430773,3.655758588
563,F OLS,2,3,26.69634159,0.220128695,3.655758588
564,F OLS,2,4,26.0942008,0.23642174,3.655758588
565,F OLS,2,5,26.60277914,0.221145002,3.655758588
566,F OLS,2,6,26.37911106,0.226454902,3.655758588
567,F OLS,2,7,26.36515249,0.22664373,3.655758588
568,F OLS,2,8,26.56378101,0.220674267,3.655758588
569,F OLS,2,9,26.03653609,0.237978571,3.655758588
570,F OLS,3,0,183.5680494,0.02161813,6.167221122
571,F OLS,3,1,183.5682072,0.023872247,6.167221122
572,F OLS,3,2,183.1088304,0.021106544,6.167221122
573,F OLS,3,3,183.4023866,0.022574199,6.167221122
574,F OLS,3,4,183.9678705,0.022615457,6.167221122
575,F OLS,3,5,184.8832015,0.026478805,6.167221122
576,F OLS,3,6,184.3021152,0.020704088,6.167221122
577,F OLS,3,7,181.0094064,0.023448925,6.167221122
578,F OLS,3,8,183.8746878,0.0205839,6.167221122
579,F OLS,3,9,183.2169389,0.023882938,6.167221122
580,F OLS,4,0,8.241315877,0.113259871,2.015261526
581,F OLS,4,1,8.753408984,0.054872075,2.015261526
582,F OLS,4,2,9.675344105,-0.039384807,2.015261526
583,F OLS,4,3,8.837351884,0.05472626,2.015261526
584,F OLS,4,4,8.461790038,0.090066134,2.015261526
585,F OLS,4,5,9.167251257,0.017061429,2.015261526
586,F OLS,4,6,9.014292317,0.024055904,2.015261526
587,F OLS,4,7,8.60773634,0.067701184,2.015261526
588,F OLS,4,8,9.16042608,0.012268662,2.015261526
589,F OLS,4,9,8.665429075,0.068017876,2.015261526
590,F OLS,5,0,5.208259043,0.346095235,1.447351178
591,F OLS,5,1,5.289949778,0.340125295,1.447351178
592,F OLS,5,2,6.475222118,0.187879201,1.447351178
593,F OLS,5,3,5.880460655,0.27004956,1.447351178
594,F OLS,5,4,5.395579616,0.327146801,1.447351178
595,F OLS,5,5,5.863689979,0.268328126,1.447351178
596,F OLS,5,6,5.909971706,0.261148161,1.447351178
597,F OLS,5,7,5.847772028,0.264358981,1.447351178
598,F OLS,5,8,5.845316835,0.270171283,1.447351178
599,F OLS,5,9,5.394978204,0.324615626,1.447351178
600,F OLS,6,0,2.894354307,-1.191996215,0.874835148
601,F OLS,6,1,3.035037326,-1.294279853,0.874835148
602,F OLS,6,2,4.413556017,-2.338880618,0.874835148
603,F OLS,6,3,3.569136308,-1.69665002,0.874835148
604,F OLS,6,4,3.031912031,-1.299622367,0.874835148
605,F OLS,6,5,3.604000113,-1.727975558,0.874835148
606,F OLS,6,6,3.612680855,-1.710051706,0.874835148
607,F OLS,6,7,3.645907929,-1.753312559,0.874835148
608,F OLS,6,8,3.411570074,-1.586590589,0.874835148
609,F OLS,6,9,3.010173934,-1.286161592,0.874835148
610,F OLS,7,0,3.284343184,0.383658705,0.9815486
611,F OLS,7,1,3.373284998,0.372007023,0.9815486
612,F OLS,7,2,4.633410469,0.134116851,0.9815486
613,F OLS,7,3,3.9129754,0.268851116,0.9815486
614,F OLS,7,4,3.44454732,0.351779109,0.9815486
615,F OLS,7,5,3.940840938,0.26383528,0.9815486
616,F OLS,7,6,4.112668747,0.22965684,0.9815486
617,F OLS,7,7,3.914819783,0.269855987,0.9815486
618,F OLS,7,8,3.794041735,0.290710301,0.9815486
619,F OLS,7,9,3.285848571,0.38531566,0.9815486
620,F OLS,8,0,13.30335436,-4.28889703,1.534291682
621,F OLS,8,1,12.73792634,-3.975419433,1.534291682
622,F OLS,8,2,61.2579529,-23.12858322,1.534291682
623,F OLS,8,3,12.34753914,-3.812196341,1.534291682
624,F OLS,8,4,18.64425311,-6.381836694,1.534291682
625,F OLS,8,5,18.77036703,-6.378077076,1.534291682
626,F OLS,8,6,16.17387312,-5.40100317,1.534291682
627,F OLS,8,7,15.5545263,-5.21038894,1.534291682
628,F OLS,8,8,17.39384302,-5.874150625,1.534291682
629,F OLS,8,9,18.75255657,-6.402711208,1.534291682
630,F RF,0,0,7.148230972,-1.841859018,1.63157247
631,F RF,0,1,7.113648376,-1.778582904,1.63157247
632,F RF,0,2,6.607432374,-1.602567902,1.63157247
633,F RF,0,3,6.980711961,-1.720587169,1.63157247
634,F RF,0,4,7.274042799,-1.880018617,1.63157247
635,F RF,0,5,7.618509659,-1.994611206,1.63157247
636,F RF,0,6,8.225493443,-2.255337124,1.63157247
637,F RF,0,7,6.750123138,-1.695092686,1.63157247
638,F RF,0,8,6.544439018,-1.586401378,1.63157247
639,F RF,0,9,6.508264067,-1.569185657,1.63157247
640,F RF,1,0,5.647632674,-5.824208262,1.360739692
641,F RF,1,1,5.692200424,-5.869229402,1.360739692
642,F RF,1,2,5.224540552,-5.314706698,1.360739692
643,F RF,1,3,5.864532902,-6.148433574,1.360739692
644,F RF,1,4,6.131739623,-6.443243611,1.360739692
645,F RF,1,5,6.068904165,-6.301087301,1.360739692
646,F RF,1,6,6.624979105,-7.119982038,1.360739692
647,F RF,1,7,5.191542005,-5.420008997,1.360739692
648,F RF,1,8,5.181380648,-5.239980589,1.360739692
649,F RF,1,9,5.025899031,-5.10892805,1.360739692
650,F RF,2,0,30.4746281,0.107259135,3.985062871
651,F RF,2,1,30.50404574,0.107526806,3.985062871
652,F RF,2,2,30.35275687,0.11065002,3.985062871
653,F RF,2,3,30.82096848,0.099637349,3.985062871
654,F RF,2,4,30.95231731,0.094261719,3.985062871
655,F RF,2,5,31.11025656,0.089178665,3.985062871
656,F RF,2,6,31.81820401,0.066958106,3.985062871
657,F RF,2,7,29.771809,0.126717922,3.985062871
658,F RF,2,8,29.96719873,0.120825115,3.985062871
659,F RF,2,9,29.47735727,0.137274719,3.985062871
660,F RF,3,0,188.0741766,-0.002398649,6.413063918
661,F RF,3,1,188.5954875,-0.00286042,6.413063918
662,F RF,3,2,186.5118512,0.002914112,6.413063918
663,F RF,3,3,187.1716138,0.002486456,6.413063918
664,F RF,3,4,188.6075334,-0.002034145,6.413063918
665,F RF,3,5,189.5757599,0.001769665,6.413063918
666,F RF,3,6,189.4090207,-0.006431637,6.413063918
667,F RF,3,7,185.022404,0.001798685,6.413063918
668,F RF,3,8,188.5970856,-0.004570147,6.413063918
669,F RF,3,9,186.2097807,0.007938103,6.413063918
670,F RF,4,0,11.15921208,-0.200696746,2.271581025
671,F RF,4,1,11.3885875,-0.229654879,2.271581025
672,F RF,4,2,11.3662058,-0.221027541,2.271581025
673,F RF,4,3,11.64589375,-0.245685097,2.271581025
674,F RF,4,4,11.28349544,-0.21336438,2.271581025
675,F RF,4,5,11.85678016,-0.271317456,2.271581025
676,F RF,4,6,12.1417814,-0.314545773,2.271581025
677,F RF,4,7,11.16774459,-0.209571791,2.271581025
678,F RF,4,8,10.45522991,-0.127344747,2.271581025
679,F RF,4,9,10.8705754,-0.169149485,2.271581025
680,F RF,5,0,9.96876248,-0.25159314,2.028997137
681,F RF,5,1,9.895513288,-0.234378242,2.028997137
682,F RF,5,2,8.931059606,-0.120131346,2.028997137
683,F RF,5,3,9.660176748,-0.199132292,2.028997137
684,F RF,5,4,9.404074791,-0.172730691,2.028997137
685,F RF,5,5,9.889148359,-0.233969009,2.028997137
686,F RF,5,6,10.86195837,-0.357938467,2.028997137
687,F RF,5,7,9.14129342,-0.14996111,2.028997137
688,F RF,5,8,8.672771717,-0.082856248,2.028997137
689,F RF,5,9,8.722337402,-0.091928486,2.028997137
690,F RF,6,0,6.838985656,-4.179404137,1.56468381
691,F RF,6,1,6.535631337,-3.940488599,1.56468381
692,F RF,6,2,6.843872604,-4.177429152,1.56468381
693,F RF,6,3,7.087613533,-4.355024724,1.56468381
694,F RF,6,4,7.786235656,-4.905646827,1.56468381
695,F RF,6,5,7.31527792,-4.537152813,1.56468381
696,F RF,6,6,7.740067783,-4.806210054,1.56468381
697,F RF,6,7,6.566019745,-3.958519245,1.56468381
698,F RF,6,8,6.077974287,-3.608209931,1.56468381
699,F RF,6,9,6.192192188,-3.702835206,1.56468381
700,F RF,7,0,6.816495013,-0.27918647,1.556550999
701,F RF,7,1,6.806142119,-0.267076294,1.556550999
702,F RF,7,2,6.761801168,-0.263632853,1.556550999
703,F RF,7,3,7.15207784,-0.336382982,1.556550999
704,F RF,7,4,7.139411766,-0.343548346,1.556550999
705,F RF,7,5,7.163467914,-0.338164222,1.556550999
706,F RF,7,6,7.984961812,-0.4956616,1.556550999
707,F RF,7,7,6.317519293,-0.17826596,1.556550999
708,F RF,7,8,6.203741533,-0.159779009,1.556550999
709,F RF,7,9,6.187299137,-0.157459269,1.556550999
710,F RF,8,0,27.63508909,-9.986638154,3.23147496
711,F RF,8,1,29.49098953,-10.51914672,3.23147496
712,F RF,8,2,168.0329858,-65.18565737,3.23147496
713,F RF,8,3,19.97824746,-6.786106059,3.23147496
714,F RF,8,4,35.6717033,-13.12353109,3.23147496
715,F RF,8,5,34.61143792,-12.60473433,3.23147496
716,F RF,8,6,34.58705821,-12.68824076,3.23147496
717,F RF,8,7,30.27301202,-11.08697554,3.23147496
718,F RF,8,8,36.05429813,-13.24887391,3.23147496
719,F RF,8,9,37.24591568,-13.70310229,3.23147496
720,F AML,0,0,6.239469361,-1.480570695,1.45740933
721,F AML,0,1,5.624647537,-1.196980883,1.45740933
722,F AML,0,2,5.665706434,-1.231636265,1.45740933
723,F AML,0,3,6.107360444,-1.380216596,1.45740933
724,F AML,0,4,5.609891438,-1.221129601,1.45740933
725,F AML,0,5,6.632427415,-1.607011391,1.45740933
726,F AML,0,6,5.792433797,-1.292424753,1.45740933
727,F AML,0,7,6.559019422,-1.618791526,1.45740933
728,F AML,0,8,5.622139394,-1.221903059,1.45740933
729,F AML,0,9,5.105270378,-1.015343461,1.45740933
730,F AML,1,0,5.144405023,-5.216142814,1.172111073
731,F AML,1,1,4.490631447,-4.419200883,1.172111073
732,F AML,1,2,4.380234662,-4.294225757,1.172111073
733,F AML,1,3,4.52896322,-4.520472521,1.172111073
734,F AML,1,4,4.723920583,-4.734309325,1.172111073
735,F AML,1,5,5.272207651,-5.342635718,1.172111073
736,F AML,1,6,4.692142852,-4.750978996,1.172111073
737,F AML,1,7,5.665939687,-6.006662709,1.172111073
738,F AML,1,8,4.358048637,-4.248434876,1.172111073
739,F AML,1,9,3.827974246,-3.65286292,1.172111073
740,F AML,2,0,29.72514302,0.129214972,3.909351948
741,F AML,2,1,28.18447224,0.175391809,3.909351948
742,F AML,2,2,28.62745604,0.161202142,3.909351948
743,F AML,2,3,28.96925094,0.153730954,3.909351948
744,F AML,2,4,28.34872771,0.170448931,3.909351948
745,F AML,2,5,29.64616103,0.132043289,3.909351948
746,F AML,2,6,28.44468409,0.165883721,3.909351948
747,F AML,2,7,29.40638257,0.137436799,3.909351948
748,F AML,2,8,28.76860922,0.155989222,3.909351948
749,F AML,2,9,28.29953455,0.171746514,3.909351948
750,F AML,3,0,187.2052263,0.002232687,6.272748705
751,F AML,3,1,186.5057747,0.008251671,6.272748705
752,F AML,3,2,184.7312347,0.012433227,6.272748705
753,F AML,3,3,185.8810589,0.009364347,6.272748705
754,F AML,3,4,186.3452277,0.009985033,6.272748705
755,F AML,3,5,187.5976851,0.012185417,6.272748705
756,F AML,3,6,186.2222037,0.010501629,6.272748705
757,F AML,3,7,183.7861395,0.008468369,6.272748705
758,F AML,3,8,186.5276334,0.006452875,6.272748705
759,F AML,3,9,185.4644704,0.011908861,6.272748705
760,F AML,4,0,10.6122736,-0.141847856,2.136242977
761,F AML,4,1,10.09927445,-0.090444456,2.136242977
762,F AML,4,2,10.30502214,-0.107028684,2.136242977
763,F AML,4,3,10.2079639,-0.091879144,2.136242977
764,F AML,4,4,10.1751421,-0.094178223,2.136242977
765,F AML,4,5,10.87364362,-0.165902779,2.136242977
766,F AML,4,6,9.92454147,-0.074493406,2.136242977
767,F AML,4,7,10.79103807,-0.168770932,2.136242977
768,F AML,4,8,9.908528891,-0.068396209,2.136242977
769,F AML,4,9,9.508658535,-0.022672934,2.136242977
770,F AML,5,0,8.730904205,-0.09617817,1.801558029
771,F AML,5,1,7.679374411,0.04206559,1.801558029
772,F AML,5,2,7.718370265,0.031963859,1.801558029
773,F AML,5,3,7.618745362,0.054273661,1.801558029
774,F AML,5,4,7.926359414,0.011547105,1.801558029
775,F AML,5,5,8.496603853,-0.060207154,1.801558029
776,F AML,5,6,7.905784218,0.011636012,1.801558029
777,F AML,5,7,8.352843209,-0.050775246,1.801558029
778,F AML,5,8,7.748528928,0.032541933,1.801558029
779,F AML,5,9,7.114799124,0.109315373,1.801558029
780,F AML,6,0,5.890706817,-3.461239253,1.326960054
781,F AML,6,1,5.415314109,-3.093605688,1.326960054
782,F AML,6,2,5.207113938,-2.939211768,1.326960054
783,F AML,6,3,5.408167807,-3.086124644,1.326960054
784,F AML,6,4,5.382276741,-3.082309728,1.326960054
785,F AML,6,5,6.068112501,-3.593135978,1.326960054
786,F AML,6,6,5.615232486,-3.212265348,1.326960054
787,F AML,6,7,6.392008023,-3.827109272,1.326960054
788,F AML,6,8,5.105564917,-2.870946773,1.326960054
789,F AML,6,9,4.703390884,-2.572123016,1.326960054
790,F AML,7,0,6.068479477,-0.138813544,1.349971002
791,F AML,7,1,5.56821019,-0.036614723,1.349971002
792,F AML,7,2,5.499158173,-0.027672473,1.349971002
793,F AML,7,3,5.402529986,-0.009475749,1.349971002
794,F AML,7,4,5.778838752,-0.087505456,1.349971002
795,F AML,7,5,6.312763597,-0.179249281,1.349971002
796,F AML,7,6,5.67696369,-0.063350933,1.349971002
797,F AML,7,7,6.179309662,-0.1524888,1.349971002
798,F AML,7,8,5.639383457,-0.054273219,1.349971002
799,F AML,7,9,4.628159547,0.134209282,1.349971002
800,F AML,8,0,15.8778308,-5.312408875,2.664736345
801,F AML,8,1,24.72734372,-8.658472121,2.664736345
802,F AML,8,2,78.74864571,-30.01790318,2.664736345
803,F AML,8,3,23.19650094,-8.040353361,2.664736345
804,F AML,8,4,33.40101456,-12.22449516,2.664736345
805,F AML,8,5,27.42473608,-9.779854023,2.664736345
806,F AML,8,6,28.86347827,-10.42306574,2.664736345
807,F AML,8,7,29.50272761,-10.7794274,2.664736345
808,F AML,8,8,30.15556686,-10.91766009,2.664736345
809,F AML,8,9,27.67845412,-9.926275669,2.664736345
810,U OLS,0,0,10.81415416,-3.299287704,2.247342081
811,U OLS,0,1,9.030186673,-2.527180567,2.247342081
812,U OLS,0,2,9.519155247,-2.749451601,2.247342081
813,U OLS,0,3,8.980236938,-2.499860405,2.247342081
814,U OLS,0,4,9.976770317,-2.950112069,2.247342081
815,U OLS,0,5,9.348180624,-2.674493793,2.247342081
816,U OLS,0,6,11.92333483,-3.718801951,2.247342081
817,U OLS,0,7,10.95213839,-3.372813277,2.247342081
818,U OLS,0,8,11.05217881,-3.367887061,2.247342081
819,U OLS,0,9,9.354548579,-2.692777642,2.247342081
820,U OLS,1,0,9.876749186,-10.93437982,2.138815288
821,U OLS,1,1,7.916253483,-8.553170501,2.138815288
822,U OLS,1,2,8.672165932,-9.481722508,2.138815288
823,U OLS,1,3,8.156452653,-8.942114906,2.138815288
824,U OLS,1,4,9.571234429,-10.61840422,2.138815288
825,U OLS,1,5,8.449223406,-9.164688062,2.138815288
826,U OLS,1,6,10.92475821,-12.39005588,2.138815288
827,U OLS,1,7,9.511807664,-10.7625728,2.138815288
828,U OLS,1,8,10.03664988,-11.08722244,2.138815288
829,U OLS,1,9,8.442629237,-9.261928113,2.138815288
830,U OLS,2,0,32.64177507,0.043773515,4.069281557
831,U OLS,2,1,31.21977762,0.086586255,4.069281557
832,U OLS,2,2,31.73994923,0.070004635,4.069281557
833,U OLS,2,3,31.25774502,0.086877942,4.069281557
834,U OLS,2,4,31.78104218,0.070011262,4.069281557
835,U OLS,2,5,31.34686678,0.08225138,4.069281557
836,U OLS,2,6,33.06296483,0.030456548,4.069281557
837,U OLS,2,7,32.06582776,0.059428579,4.069281557
838,U OLS,2,8,33.4455782,0.018776742,4.069281557
839,U OLS,2,9,31.35418405,0.082344899,4.069281557
840,U OLS,3,0,191.6650124,-0.021537103,6.485786012
841,U OLS,3,1,189.0034256,-0.005029639,6.485786012
842,U OLS,3,2,188.6162063,-0.008335697,6.485786012
843,U OLS,3,3,188.0960241,-0.002440102,6.485786012
844,U OLS,3,4,189.4485902,-0.006502512,6.485786012
845,U OLS,3,5,191.1517544,-0.006528894,6.485786012
846,U OLS,3,6,192.2170582,-0.021352246,6.485786012
847,U OLS,3,7,187.9528639,-0.014011232,6.485786012
848,U OLS,3,8,189.7591566,-0.010759966,6.485786012
849,U OLS,3,9,189.0465078,-0.007175007,6.485786012
850,U OLS,4,0,16.2476538,-0.748197357,2.917925652
851,U OLS,4,1,14.90066818,-0.608863201,2.917925652
852,U OLS,4,2,14.85557607,-0.595877097,2.917925652
853,U OLS,4,3,14.06784301,-0.504745171,2.917925652
854,U OLS,4,4,15.24471312,-0.639331711,2.917925652
855,U OLS,4,5,15.09523148,-0.618553353,2.917925652
856,U OLS,4,6,16.78923297,-0.81770817,2.917925652
857,U OLS,4,7,15.49022008,-0.677736546,2.917925652
858,U OLS,4,8,16.89596791,-0.821823226,2.917925652
859,U OLS,4,9,15.36785782,-0.652840113,2.917925652
860,U OLS,5,0,12.43132071,-0.560771034,2.484930006
861,U OLS,5,1,10.72293384,-0.337591679,2.484930006
862,U OLS,5,2,11.15940104,-0.399609392,2.484930006
863,U OLS,5,3,10.88684949,-0.351401027,2.484930006
864,U OLS,5,4,12.14558803,-0.514609801,2.484930006
865,U OLS,5,5,11.30218785,-0.410288231,2.484930006
866,U OLS,5,6,13.40307604,-0.675623483,2.484930006
867,U OLS,5,7,12.43714647,-0.564574518,2.484930006
868,U OLS,5,8,12.86410759,-0.606173867,2.484930006
869,U OLS,5,9,10.98527295,-0.375219957,2.484930006
870,U OLS,6,0,10.06125911,-6.619745042,2.186682833
871,U OLS,6,1,8.353399518,-5.314596548,2.186682833
872,U OLS,6,2,8.925355468,-5.75208296,2.186682833
873,U OLS,6,3,8.450373941,-5.384654182,2.186682833
874,U OLS,6,4,10.12892715,-6.682514266,2.186682833
875,U OLS,6,5,8.74945661,-5.622725591,2.186682833
876,U OLS,6,6,11.37911299,-7.536038976,2.186682833
877,U OLS,6,7,10.24004636,-6.733066438,2.186682833
878,U OLS,6,8,10.50672232,-6.966006412,2.186682833
879,U OLS,6,9,8.791046093,-5.676608188,2.186682833
880,U OLS,7,0,10.68257532,-1.004696811,2.249861522
881,U OLS,7,1,8.812605172,-0.640612685,2.249861522
882,U OLS,7,2,9.373947431,-0.751785898,2.249861522
883,U OLS,7,3,8.861812711,-0.655851063,2.249861522
884,U OLS,7,4,10.05995107,-0.893157457,2.249861522
885,U OLS,7,5,9.535660148,-0.781299142,2.249861522
886,U OLS,7,6,11.81529755,-1.213121021,2.249861522
887,U OLS,7,7,10.38896916,-0.937622687,2.249861522
888,U OLS,7,8,10.66484812,-0.993775356,2.249861522
889,U OLS,7,9,9.464987194,-0.770617019,2.249861522
890,U OLS,8,0,514.3954991,-203.5036728,17.72175057
891,U OLS,8,1,695.2140375,-270.5498064,17.72175057
892,U OLS,8,2,628.3585325,-246.5009436,17.72175057
893,U OLS,8,3,388.5767657,-150.4397054,17.72175057
894,U OLS,8,4,576.4456202,-227.2326574,17.72175057
895,U OLS,8,5,464.7649254,-181.6853697,17.72175057
896,U OLS,8,6,554.4353681,-218.4244089,17.72175057
