,estimator,DGP,dataset,mse,r2,mab
1815,BART,1,5,1.006314545,-0.21062883,0.306397631
1816,BART,1,6,0.829490069,-0.016674068,0.306397631
1817,BART,1,7,0.817126808,-0.010482329,0.306397631
1818,BART,1,8,0.857441353,-0.032623882,0.306397631
1819,BART,1,9,0.834279789,-0.014058415,0.306397631
1820,BART,2,0,20.16801901,0.409186728,3.255712462
1821,BART,2,1,19.75286515,0.422079851,3.255712462
1822,BART,2,2,22.55689409,0.339072448,3.255712462
1823,BART,2,3,21.09878084,0.383648367,3.255712462
1824,BART,2,4,18.92542712,0.446197076,3.255712462
1825,BART,2,5,21.27380028,0.377162605,3.255712462
1826,BART,2,6,19.91213639,0.416093459,3.255712462
1827,BART,2,7,20.8201942,0.389291311,3.255712462
1828,BART,2,8,21.77247434,0.361241176,3.255712462
1829,BART,2,9,21.36939225,0.374573685,3.255712462
1830,BART,3,0,182.2936217,0.028410581,6.218030848
1831,BART,3,1,182.2794825,0.030725067,6.218030848
1832,BART,3,2,181.1272949,0.031699764,6.218030848
1833,BART,3,3,182.4168319,0.02782662,6.218030848
1834,BART,3,4,182.9131468,0.028218993,6.218030848
1835,BART,3,5,183.8004468,0.03218016,6.218030848
1836,BART,3,6,182.8560468,0.028387824,6.218030848
1837,BART,3,7,179.9569104,0.029127172,6.218030848
1838,BART,3,8,182.5170647,0.027815335,6.218030848
1839,BART,3,9,182.1854297,0.029378466,6.218030848
1840,BART,4,0,5.573737654,0.400283047,1.769415207
1841,BART,4,1,5.798124987,0.373961637,1.769415207
1842,BART,4,2,7.187114315,0.227916099,1.769415207
1843,BART,4,3,6.335226049,0.322362298,1.769415207
1844,BART,4,4,6.500070355,0.301018565,1.769415207
1845,BART,4,5,6.855172678,0.264969025,1.769415207
1846,BART,4,6,6.887725343,0.254291447,1.769415207
1847,BART,4,7,5.658780729,0.387100817,1.769415207
1848,BART,4,8,6.990648299,0.24622694,1.769415207
1849,BART,4,9,7.097465305,0.236655135,1.769415207
1850,BART,5,0,5.011472602,0.370802069,1.508014512
1851,BART,5,1,4.663587488,0.418258481,1.508014512
1852,BART,5,2,5.4825104,0.312384865,1.508014512
1853,BART,5,3,4.696978979,0.416956924,1.508014512
1854,BART,5,4,4.331479759,0.459844869,1.508014512
1855,BART,5,5,4.623699932,0.423054219,1.508014512
1856,BART,5,6,4.965462232,0.379228686,1.508014512
1857,BART,5,7,4.679477933,0.411328639,1.508014512
1858,BART,5,8,5.30156757,0.338062184,1.508014512
1859,BART,5,9,4.473772979,0.439939098,1.508014512
1860,BART,6,0,1.31932606,0.000828018,0.550563349
1861,BART,6,1,1.333581059,-0.008095726,0.550563349
1862,BART,6,2,1.349089136,-0.020593723,0.550563349
1863,BART,6,3,1.474508143,-0.114060117,0.550563349
1864,BART,6,4,1.44844365,-0.0986049,0.550563349
1865,BART,6,5,1.478587736,-0.119187313,0.550563349
1866,BART,6,6,1.350605548,-0.013156439,0.550563349
1867,BART,6,7,1.338798948,-0.011032651,0.550563349
1868,BART,6,8,1.775326023,-0.34602001,0.550563349
1869,BART,6,9,1.320249488,-0.002700753,0.550563349
1870,BART,7,0,2.126423511,0.600954423,0.866408297
1871,BART,7,1,2.208108593,0.588923945,0.866408297
1872,BART,7,2,2.456118455,0.541005141,0.866408297
1873,BART,7,3,2.210044619,0.587047836,0.866408297
1874,BART,7,4,2.218431471,0.582518836,0.866408297
1875,BART,7,5,2.588657709,0.516428471,0.866408297
1876,BART,7,6,2.422011846,0.546333446,0.866408297
1877,BART,7,7,2.199570856,0.58976311,0.866408297
1878,BART,7,8,2.328749858,0.564644145,0.866408297
1879,BART,7,9,2.444480727,0.542710509,0.866408297
1880,BART,8,0,2.629217935,-0.04527494,1.018069013
1881,BART,8,1,2.564481436,-0.00168351,1.018069013
1882,BART,8,2,2.751560513,-0.083798163,1.018069013
1883,BART,8,3,2.558767977,0.002773447,1.018069013
1884,BART,8,4,2.539454342,-0.005448549,1.018069013
1885,BART,8,5,2.78557888,-0.094928812,1.018069013
1886,BART,8,6,2.828023211,-0.119223912,1.018069013
1887,BART,8,7,2.934408408,-0.171608647,1.018069013
1888,BART,8,8,2.384406955,0.057668134,1.018069013
1889,BART,8,9,3.869255511,-0.527417397,1.018069013
